w3_urban,w3_hhid,exp_total,hh_size,dw_hh,hh_weight,housing_wgt,food_wgt,intox_wgt,entsprt_wgt,comm_wgt,clothing_wgt,hhitems_wgt,health_wgt,educ_wgt,trans_wgt,ptrans_wgt,misc_wgt,w3_african,w3_coloured,w3_indas,w3_white,ew_hh,pers_inc_d,pers_inc_e,hrslstwk,hrslstwk_e,hrslstwk_d,cluster,wage_e,wage_d,pers_inc_hh,w3_ruralform,w3_tribal,w3_urbaninf,w3_province,w3_gc_dc,w3_h_rntpay,w3_h_ownmn,food,w3_h_nfcigspn,w3_h_nfalcspn,w3_h_nfentspn,w3_h_nfsprspn,w3_h_nfperspn,w3_h_nfjewspn,w3_h_nftrpspn,w3_h_nfcelspn,w3_h_nftelspn,w3_h_nfnetspn,w3_h_nflotspn,w3_h_nfcerspn,w3_h_nfcarspn,w3_h_nfpetrspn,ptrans,w3_h_nfwatspn,w3_h_nfelespn,w3_h_nfenespn,w3_h_nfmunspn,w3_h_nflevspn,w3_h_nfinsfspn,w3_h_nfinseduspn,w3_h_nfinslspn,w3_h_nfinsshspn,w3_h_nfmedaidspn,w3_h_nfkitspn,w3_h_nfdwlspn,w3_h_nfbedspn,w3_h_nfmatspn,w3_h_nfhpspn,w3_h_nffrnspn,w3_h_nfclthspn,w3_h_nfclthaspn,w3_h_nfclthmspn,w3_h_nfdocspn,w3_h_nfhspspn,w3_h_nfmedspn,w3_h_nftradspn,w3_h_nfhomspn,w3_h_nfschfeespn,w3_h_nfschstatspn,w3_h_nfschunispn,w3_h_nfschospn,w3_h_nfwshspn,w3_h_nfchldspn,w3_h_nfrelspn,w3_h_nfdomspn,w3_h_nfpetsspn,w3_h_nfswimspn,w3_h_nftoysspn,w3_h_nfgftsspn,w3_h_nflobspn,w3_h_nfinctaxspn,w3_h_tinc,w3_h_tinc_cat,w3_hhgeo,w3_h_fdtot_cat,w3_h_refrem,w3_h_sub,deathill_neg,stock_neg,income_neg,other_neg,dest_neg,pers_inc_d_avg,pers_inc_e_avg,hrslstwk_dom_avg,dw_count,ew_count,housing,intox,entsprt,comm,clothing,hhitems,health,educ,trans,misc,sole_provider_d,pop_g1,pop_g2,pop_g3,pop_g4,pop_g5,dom_employ_hh,fweight,dw_emp,joburg_ct_u,pret_ct_u,pret_jo_u,foodflag,exp_k,food_inf,intox_inf,clothing_inf,housing_inf,hhitems_inf,health_inf,trans_inf,ptrans_inf,comm_inf,entsprt_inf,educ_inf,misc_inf,food_infwgt,intox_infwgt,clothing_infwgt,housing_infwgt,hhitems_infwgt,health_infwgt,trans_infwgt,ptrans_infwgt,comm_infwgt,entsprt_infwgt,educ_infwgt,misc_infwgt,hh_inflation,minwage_change,inf_diff,inf_diff_cat
0,303267,1260,9,1,414.0527039,0.1587302,0.6349207,0,0,0.047619,0,0.0952381,0,0,0,0,0.0634921,9,0,0,0,1,700,4460,100,100,52,5053,10.59987,3.1089,4460,0,1,0,5. KwaZulu-Natal,27. Umkhanyakude District Municipality,,,800,,,,,120,,,60,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,1840,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,700,2230,,414.0527,828.1054,200,0,0,60,0,120,0,0,0,80,0,1,0,0,0,0,1,414,DW Household,,,,1,1.26,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.055873,0,0,0.0090476,0.0035238,0,0,0,-0.0002381,0,0,0.0043175,0.0725238,0.076,0.0034762,>=0% & <0.5%
0,303270,2310,4,1,345.289093,0.0865801,0.3463204,0.3246753,0,0.021645,0,0.0649351,0.04329,0,0,0,0.1125541,0,4,0,0,1,2550,4730,147,147,57,1016,8.185783,10.77752,4730,1,0,0,1. Western Cape,2. Boland District Municipality,,,800,600,150,,,150,,,50,,,,,,,,,200,,,,,,,,,,,,,,,,,,,100,,,,,,,,200,,,,60,,,,,,4000,,1. Rural Formal,,1,0,0,0,0,0,0,1275,1182.5,28.5,690.5782,1381.156,200,750,0,50,0,150,100,0,0,260,0,0,1,0,0,0,1,345,DW Household,,,,0,2.31,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0304762,0.0168831,0,0.0049351,0.0024026,0.0019913,0,0,-0.0001082,0,0,0.0076537,0.0642338,0.076,0.0117662,>=1%
1,303272,1880,3,1,1644.924927,0.1595745,0.5319149,0,0,0.0265957,0,0.0718085,0,0.1010638,0,0,0.1090426,3,0,0,0,1,840,840,32,32,32,4016,6.062356,6.062356,840,0,0,0,4. Free State,18. Lejweleputswa District Municipality,100,,1000,,,,,135,,,50,,,,,,,,,100,100,,,50,,,,,,,,,,,,,,,,,,,,,,190,50,105,,,,,,,,,2000,,3. Urban Formal,,1,0,0,0,0,0,0,840,840,,1644.925,1644.925,300,0,0,50,0,135,0,190,0,205,1,1,0,0,0,0,1,1644,DW Household,,,,1,1.88,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0468085,0,0,0.0090957,0.0026569,0,0,0,-0.000133,0,0.0087926,0.0074149,0.0746356,0.076,0.0013644,>=0% & <0.5%
1,303277,1650,2,0,453.6706543,0.1515152,0.3636364,0.1818182,0,0.0606061,0,0.2424242,0,0,0,0,0,0,2,0,0,1,0,3750,40,40,0,1023,21.65127,,3750,0,0,0,1. Western Cape,2. Boland District Municipality,,,600,,300,,,400,,,100,,,,,,,,100,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,,3. Urban Formal,,1,0,0,0,0,0,0,,3750,,0,453.6707,250,300,0,100,0,400,0,0,0,0,,0,1,0,0,0,1,453,DW Employer,,,,0,1.65,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.032,0.0094545,0,0.0086364,0.0089697,0,0,0,-0.000303,0,0,0,0.0587576,0.076,0.0172424,>=1%
1,303285,50,2,1,806.3216553,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1300,1300,60,60,60,1008,5.003849,5.003849,1300,0,0,0,1. Western Cape,2. Boland District Municipality,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. Urban Formal,4,1,0,0,0,0,0,0,1300,1300,,806.3217,806.3217,50,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,806,DW Household,,,,0,0.05,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0,0,0,0.057,0,0,0,0,0,0,0,0,0.057,0.076,0.019,>=1%
0,303288,1420,3,0,3034.877686,0.0704225,0.4225352,0,0.1830986,0.0140845,0,0.1690141,0,0,0,0,0.1408451,3,0,0,0,1,0,4100,48,48,0,6031,19.72671,,4100,0,1,0,6. North West,76. City Of Tshwane Metropolitan Municipality,,,600,,,260,,100,,,20,,,,,,,,,100,,,,,,,,,,,140,,,,,,,,,,,,,,,,100,,100,,,,,,,,4400,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,,4100,,0,3034.878,100,0,260,20,0,240,0,0,0,200,,1,0,0,0,0,1,3034,DW Employer,,1,1,0,1.42,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0371831,0,0,0.0040141,0.0062535,0,0,0,-0.0000704,0.0049437,0,0.0095775,0.0619014,0.076,0.0140986,>=1%
0,303294,1040,7,0,581.1567993,0.1442308,0.7692308,0,0,0,0,0,0,0,0,0,0.0865385,7,0,0,0,1,0,1200,40,40,0,6020,6.928406,,1200,0,1,0,6. North West,39. Bophirima District Municipality,,,800,,,,,,,,,,,,,,,,,150,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2. Tribal Authority Areas,,0,0,0,0,0,0,0,,1200,,0,581.1568,150,0,0,0,0,0,0,0,0,90,,1,0,0,0,0,1,581,DW Employer,,,,1,1.04,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0676923,0,0,0.0082212,0,0,0,0,0,0,0,0.0058846,0.0817981,0.076,-0.0057981,< 0%
0,303298,1935,11,1,1434.933472,0.0516796,0.4134367,0,0,0.129199,0,0.1033592,0,0,0,0.1963824,0.1059432,11,0,0,0,1,0,0,45,45,45,5055,,,0,0,1,0,5. KwaZulu-Natal,28. Uthungulu District Municipality,,,800,,,,,200,,,250,,,,,,,380,,100,,,,60,,,,,,,,,,,,,,,,,,,,,,,85,60,,,,,,,,,,7,2. Tribal Authority Areas,,0,1,1,0,0,0,0,0,0,,1434.933,1434.933,100,0,0,250,0,200,0,0,0,205,1,1,0,0,0,0,1,1434,DW Household,,,,0,1.935,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0363824,0,0,0.0029457,0.0038243,0,0,0.0127649,-0.000646,0,0,0.0072041,0.0624755,0.076,0.0135245,>=1%
1,303299,1025,1,0,18424.26172,0.4390244,0.4878049,0,0,0.0487805,0,0,0,0,0,0,0.0243902,1,0,0,0,1,0,1975,40,40,0,7020,11.403,,1975,0,0,0,7. Gauteng,773. Ekurhuleni Metropolitan Municipality,,,500,,,,,,,,50,,,,,,,,100,150,,200,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,2000,,3. Urban Formal,,1,0,0,0,0,0,0,,1975,,0,18424.26,450,0,0,50,0,0,0,0,0,25,,1,0,0,0,0,1,18424,DW Employer,,,,0,1.025,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0429268,0,0,0.0250244,0,0,0,0,-0.0002439,0,0,0.0016585,0.0693659,0.076,0.0066341,>=0.5% & <1%
0,303311,1010,1,0,774.6369629,0.1485149,0.2970297,0.3465346,0,0,0,0,0,0,0,0.1782178,0.029703,1,0,0,0,1,0,800,45,45,0,5042,4.105722,,800,1,0,0,5. KwaZulu-Natal,26. Zululand District Municipality,,,300,200,150,,,,,,,,,,,,,180,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,800,,1. Rural Formal,,1,1,0,0,0,0,0,,800,,0,774.637,150,350,0,0,0,0,0,0,0,30,,1,0,0,0,0,1,774,DW Employer,,,,0,1.01,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0261386,0.0180198,0,0.0084653,0,0,0,0.0115842,0,0,0,0.0020198,0.0662277,0.076,0.0097723,>=0.5% & <1%
1,303325,1620,2,1,62.73165512,0.4938272,0.154321,0,0,0.0123457,0,0.0308642,0,0,0,0,0.308642,2,0,0,0,1,1200,1200,,0,0,2040,,,1200,0,0,0,7. Gauteng,774. City Of Johannesburg Metropolitan Municipality,800,,250,,,,,50,,,20,,,,,,,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,1200,,3. Urban Formal,,1,0,1,0,0,0,0,1200,1200,,62.73166,62.73166,800,0,0,20,0,50,0,0,0,500,1,1,0,0,0,0,1,62,DW Household,1,,2,0,1.62,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0135802,0,0,0.0281481,0.001142,0,0,0,-0.0000617,0,0,0.0209877,0.0637963,0.076,0.0122037,>=1%
0,303336,575,1,0,1001.95105,0.0173913,0.7826087,0,0,0,0,0,0,0,0,0,0.2,1,0,0,0,1,0,1000,50,50,0,5065,4.618937,,1000,0,1,0,5. KwaZulu-Natal,29. Ilembe District Municipality,,,450,,,,,,,,,,,,,,,,,,10,,,100,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,1000,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,,1000,,0,1001.951,10,0,0,0,0,0,0,0,0,115,,1,0,0,0,0,1,1001,DW Employer,,,,1,0.575,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0688696,0,0,0.0009913,0,0,0,0,0,0,0,0.0136,0.0834609,0.076,-0.0074609,< 0%
1,303348,1065,7,1,637.1219482,0.2910798,0.3568075,0.0610329,0,0,0,0.0938967,0,0,0,0,0.1971831,7,0,0,0,1,300,600,68,68,12,6017,3.505444,5.773672,600,0,0,0,6. North West,39. Bophirima District Municipality,100,,380,30,35,,,100,,,,,,,,,,,100,,110,,,160,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,1180,,3. Urban Formal,,1,0,0,0,0,0,0,300,300,,637.1219,1274.244,310,65,0,0,0,100,0,0,0,210,0,1,0,0,0,0,1,637,DW Household,,,,0,1.065,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0313991,0.0031737,0,0.0165915,0.0034742,0,0,0,0,0,0,0.0134085,0.0680469,0.076,0.007953,>=0.5% & <1%
1,303349,2088,4,1,982.9812622,0.1436782,0.4789272,0,0,0.0957854,0,0,0,0,0,0.1436782,0.137931,4,0,0,0,1,1500,1500,45,45,45,5015,7.698229,7.698229,1500,0,0,0,5. KwaZulu-Natal,22. Umgungundlovu District Municipality,,,1000,,,,,,,,200,,,,,,,300,,300,,,,138,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,8,3. Urban Formal,,0,1,0,0,0,0,0,1500,1500,,982.9813,982.9813,300,0,0,200,0,0,0,0,0,288,1,1,0,0,0,0,1,982,DW Household,,,,0,2.088,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0421456,0,0,0.0081897,0,0,0,0.0093391,-0.0004789,0,0,0.0093793,0.0685747,0.076,0.0074253,>=0.5% & <1%
1,303355,1114,3,1,571.3994141,0.0897666,0.2692998,0.021544,0,0.02693,0,0.0448833,0,0.1885099,0,0.1795332,0.1795332,0,3,0,0,1,383,383,90,90,90,2007,0.9828073,0.9828073,383,0,0,0,2. Eastern Cape,10. Cacadu District Municipality,,,300,24,,,,50,,,30,,,,,,,200,,,100,,,150,,,,,,,,,,,,,,,,,,,,150,,60,50,,,,,,,,,,980,,3. Urban Formal,,1,0,0,0,0,0,1,383,383,,571.3994,571.3994,100,24,0,30,0,50,0,210,0,200,1,0,1,0,0,0,1,571,DW Household,,,,0,1.114,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0236984,0.0011203,0,0.0051167,0.0016607,0,0,0.0116697,-0.0001346,0,0.0164004,0.0122083,0.0717397,0.076,0.0042603,>=0% & <0.5%
0,303360,1913,3,0,670.6959229,0,0.5227392,0.1829587,0,0.1045478,0,0,0,0,0,0,0.1897543,3,0,0,0,1,0,4500,40,40,0,4028,25.98152,,4500,1,0,0,4. Free State,20. Northern Free State District Municipality,,,1000,330,20,,,,,,200,,,,,,,,,,,,,,,193,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,5000,,1. Rural Formal,,0,1,0,0,0,0,0,,4500,,0,670.6959,0,350,0,200,0,0,0,0,0,363,,1,0,0,0,0,1,670,DW Employer,,,,1,1.913,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.046001,0.0095139,0,0,0,0,0,0,-0.0005227,0,0,0.0129033,0.0678955,0.076,0.0081045,>=0.5% & <1%
0,303364,1015,2,1,1146.43103,0,0.6896552,0,0,0.0541872,0,0.1182266,0,0,0,0,0.137931,2,0,0,0,1,1503,3083,90,90,45,8024,7.911214,7.713626,3083,1,0,0,8. Mpumalanga,32. Ehlanzeni District Municipality,,,700,,,,,20,,,55,,,,,,,,,,,,,110,,,,,,,100,,,,,,,,,,,,,,,,30,,,,,,,,,,2400,,1. Rural Formal,,0,0,1,0,0,0,0,1503,1541.5,,1146.431,2292.862,0,0,0,55,0,120,0,0,0,140,0,1,0,0,0,0,1,1146,DW Household,,,,1,1.015,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0606897,0,0,0,0.0043744,0,0,0,-0.0002709,0,0,0.0093793,0.0741724,0.076,0.0018276,>=0% & <0.5%
1,303369,4645,6,1,2899.9104,0.2531755,0.2583423,0.0430571,0,0.0236814,0,0.0387513,0.0387513,0,0,0,0.3442411,6,0,0,0,1,3780,3780,90,45,45,6032,19.39954,19.39954,7480,0,0,0,6. North West,76. City Of Tshwane Metropolitan Municipality,,600,1200,,200,,,180,,,110,,,50,,,,,,250,26,300,,290,,109,,,,,,,,,,,,180,,,,,,,,,200,450,500,,,,,,,,5700,,3. Urban Formal,,1,0,1,0,0,0,0,3780,3780,,2899.91,2899.91,1176,200,0,110,0,180,180,0,0,1599,0,1,0,0,0,0,1,2899,DW Household,,1,1,0,4.645,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0227341,0.002239,0,0.014431,0.0014338,0.0017826,0,0,-0.0001184,0,0,0.0234084,0.0659104,0.076,0.0100896,>=1%
1,303370,3822,8,1,87.76738739,0.107797,0.2616431,0,0,0.0078493,0.2616431,0.1308216,0,0,0.0470958,0,0.1831502,1,7,0,0,1,1440,1440,80,40,40,4001,8.314088,8.314088,5340,0,0,0,4. Free State,16. Xhariep District Municipality,,,1000,,,,,500,,,30,,,,,,180,,200,150,12,50,,,,500,,,,,,,,,,1000,,,,,,,,,,,200,,,,,,,,,,6000,,3. Urban Formal,,1,0,1,0,1,0,0,1440,1440,,87.76739,87.76739,412,0,0,30,1000,500,0,0,180,700,0,0,0,0,0,1,1,87,DW Household,,,,0,3.822,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0230246,0,0.0141287,0.0061444,0.0048404,0,0.0044741,0,-0.0000392,0,0,0.0124542,0.0650272,0.076,0.0109728,>=1%
0,303372,2520,8,1,574.3552856,0.0793651,0.4761905,0,0,0.0396825,0,0.0992064,0,0,0,0.1587302,0.1468254,8,0,0,0,1,820,820,48,48,48,5031,3.945343,3.945343,820,0,1,0,5. KwaZulu-Natal,24. Umzinyathi District Municipality,,,1200,,,,,250,,,100,,,,,,,400,,200,,,,150,,,,,,,,,,,,,,,,,,,,,,,100,120,,,,,,,,,2000,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,820,820,,574.3553,574.3553,200,0,0,100,0,250,0,0,0,370,1,1,0,0,0,0,1,574,DW Household,,,,0,2.52,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0419048,0,0,0.0045238,0.0036706,0,0,0.0103175,-0.0001984,0,0,0.0099841,0.0702024,0.076,0.0057976,>=0.5% & <1%
1,303377,3031,3,1,4658.621582,0.3662158,0.3299241,0,0,0.0164962,0,0.0494886,0.0329924,0,0,0.1293302,0.0755526,3,0,0,0,1,2000,2000,5,5,5,2038,92.37875,92.37875,2000,0,0,0,7. Gauteng,774. City Of Johannesburg Metropolitan Municipality,1000,,1000,,,,,150,,,50,,,,,,,392,,100,10,,,59,,,,,,,,,,,,,,,,100,,,,,,,150,,20,,,,,,,,2000,,3. Urban Formal,,1,0,1,0,0,0,0,2000,2000,,4658.622,4658.622,1110,0,0,50,0,150,100,0,0,229,1,1,0,0,0,0,1,4658,DW Household,1,,2,0,3.031,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0290333,0,0,0.0208743,0.0018311,0.0015177,0,0.0084065,-0.0000825,0,0,0.0051376,0.0667179,0.076,0.0092821,>=0.5% & <1%
1,303379,9120,9,1,3322.868408,0.0219298,0.877193,0,0,0.0054825,0,0,0,0,0,0.0877193,0.0076754,9,0,0,0,1,1500,1500,64,16,16,1043,21.65127,21.65127,2400,0,0,0,1. Western Cape,171. City Of Cape Town Metropolitan Municipality,,,8000,,,,,,,,50,,,,,,,800,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,5000,,3. Urban Formal,,1,0,0,0,0,0,0,1500,1500,,3322.868,3322.868,200,0,0,50,0,0,0,0,0,70,0,1,0,0,0,0,1,3322,DW Household,2,2,,1,9.12,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.077193,0,0,0.00125,0,0,0,0.0057018,-0.0000274,0,0,0.0005219,0.0846393,0.076,-0.0086393,< 0%
0,303382,1650,8,1,2587.291992,0.1515152,0.7272727,0,0,0,0,0,0,0.1212121,0,0,0,8,0,0,0,1,1500,1500,40,40,40,9035,8.660508,8.660508,1500,0,1,0,9. Limpopo,84. Bohlabela District Municipality,,,1200,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,3500,,2. Tribal Authority Areas,,0,0,1,0,0,0,0,1500,1500,,2587.292,2587.292,250,0,0,0,0,0,0,200,0,0,1,1,0,0,0,0,1,2587,DW Household,,,,1,1.65,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.064,0,0,0.0086364,0,0,0,0,0,0,0.0105455,0,0.0831818,0.076,-0.0071818,< 0%
0,303384,910,6,1,2310.163818,0,0.8791209,0,0,0.0769231,0,0,0,0,0,0.043956,0,6,0,0,0,1,1300,1300,35,35,35,8029,8.578027,8.578027,1300,0,1,0,8. Mpumalanga,83. Sekhukhune Cross Boundary District Municipality,,,800,,,,,,,,70,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840,,2. Tribal Authority Areas,,0,1,0,0,0,0,0,1300,1300,,2310.164,2310.164,0,0,0,70,0,0,0,0,0,0,1,1,0,0,0,0,1,2310,DW Household,,,,1,0.91,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0773626,0,0,0,0,0,0,0.0028571,-0.0003846,0,0,0,0.0798352,0.076,-0.0038352,< 0%
1,303386,1892,2,1,858.9365845,0.038055,0.1479915,0,0,0,0,0.0634249,0,0.7135307,0,0,0.0369979,2,0,0,0,1,1300,1300,40,40,40,5040,7.505774,7.505774,1300,0,0,0,5. KwaZulu-Natal,25. Amajuba District Municipality,,,280,,,,,120,,,,,,,,,,,,70,2,,,,,,,,,,,,,,,,,,,,,,1350,,,,70,,,,,,,,,,280,,3. Urban Formal,,1,1,1,0,0,0,0,1300,1300,,858.9366,858.9366,72,0,0,0,0,120,0,1350,0,70,1,1,0,0,0,0,1,858,DW Household,,,,0,1.892,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0130233,0,0,0.0021691,0.0023467,0,0,0,0,0,0.0620772,0.0025159,0.0821321,0.076,-0.0061321,< 0%
0,303391,5959,8,1,286.3606567,0.0587347,0.1678134,0.050344,0,0.025172,0.2349387,0.151032,0.2013761,0.0671254,0,0,0.0434637,8,0,0,0,1,1550,3085,122,122,64,5074,5.852687,5.593245,3085,1,0,0,5. KwaZulu-Natal,43. Sisonke District Municipality,150,,1000,300,,,,,,,150,,,,,,,,,180,20,,,49,,,,,,,,,500,400,1400,,,1200,,,,,,,400,,210,,,,,,,,,,5150,,1. Rural Formal,,0,0,0,0,1,0,0,1550,1542.5,,286.3607,572.7213,350,300,0,150,1400,900,1200,400,0,259,0,1,0,0,0,0,1,286,DW Household,,,,0,5.959,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0147676,0.0026179,0.0126867,0.0033479,0.0055882,0.0092633,0,0,-0.0001259,0,0.0058399,0.0029555,0.0569411,0.076,0.0190589,>=1%
1,303402,2745,1,1,3560.365479,0.0437158,0,0,0.3825137,0.0364299,0.3278688,0.0910747,0,0.0655738,0,0,0.0528233,1,0,0,0,1,1500,1500,25,25,25,2041,13.85681,13.85681,1500,0,0,0,7. Gauteng,774. City Of Johannesburg Metropolitan Municipality,,,,,,,,250,,50,100,,,50,1000,,,,,120,,,,45,,,,,,,,,,,,900,,,,,,,,,180,,50,,,,,,,,,,3000,,3. Urban Formal,4,0,0,1,0,0,0,0,1500,1500,,3560.365,3560.365,120,0,1050,100,900,250,0,180,0,145,1,1,0,0,0,0,1,3560,DW Household,1,,2,0,2.745,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0,0,0.0177049,0.0024918,0.0033698,0,0,0,-0.0001821,0.0103279,0.0057049,0.003592,0.0430091,0.076,0.0329909,>=1%
1,303405,2039,5,1,158.1240997,0.1716528,0.4904365,0.1128004,0.1466405,0.0392349,0,0.0147131,0,0,0,0,0.0245218,0,5,0,0,1,2000,2000,64,64,64,3001,7.21709,7.21709,2000,0,0,0,3. Northern Cape,6. Namakwa District Municipality,,,1000,30,200,299,,30,,,80,,,,,,,,,200,,150,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,3500,,3. Urban Formal,,1,0,0,0,0,0,0,2000,2000,,158.1241,158.1241,350,230,299,80,0,30,0,0,0,50,1,0,1,0,0,0,1,158,DW Household,,,,0,2.039,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0431584,0.0058656,0,0.0097842,0.0005444,0,0,0,-0.0001962,0.0039593,0,0.0016675,0.0647832,0.076,0.0112168,>=1%
0,303406,2220,2,1,1631.813599,0.0675676,0.3603604,0,0,0.0675676,0,0.0675676,0,0,0,0.2702703,0.1666667,2,0,0,0,1,1500,1500,30,30,30,2010,11.54734,11.54734,1500,0,0,1,2. Eastern Cape,12. Amatole District Municipality,,,800,,,,,150,,,150,,,,,,,600,,150,,,,120,,,,,,,,,,,,,,,,,,,,,,,200,,50,,,,,,,,1760,,4. Urban Informal,,1,0,0,0,0,0,0,1500,1500,,1631.814,1631.814,150,0,0,150,0,150,0,0,0,370,1,1,0,0,0,0,1,1631,DW Household,,,,0,2.22,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0317117,0,0,0.0038514,0.0025,0,0,0.0175676,-0.0003378,0,0,0.0113333,0.0666261,0.076,0.0093739,>=0.5% & <1%
0,303413,750,6,1,757.9276733,0.1733333,0.6666667,0.0666667,0,0,0,0,0,0,0,0,0.0933333,6,0,0,0,1,500,500,62,62,62,5003,1.862475,1.862475,500,0,1,0,5. KwaZulu-Natal,21. Ugu District Municipality,,,500,50,,,,,,,,,,,,,,,30,100,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,,2. Tribal Authority Areas,,1,1,0,0,0,0,0,500,500,,757.9277,757.9277,130,50,0,0,0,0,0,0,0,70,1,1,0,0,0,0,1,757,DW Household,,,,1,0.75,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0586667,0.0034667,0,0.00988,0,0,0,0,0,0,0,0.0063467,0.07836,0.076,-0.00236,< 0%
1,303426,2950,2,0,11232.72656,0.1694915,0.2033898,0.5084746,0,0.0508475,0,0.0338983,0,0,0,0.0338983,0,2,0,0,0,1,0,1800,55,55,0,7035,7.558261,,1800,0,0,0,7. Gauteng,774. City Of Johannesburg Metropolitan Municipality,500,,600,300,1200,,,100,,,150,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,,3. Urban Formal,,1,0,0,0,0,0,0,,1800,,0,11232.73,500,1500,0,150,0,100,0,0,0,0,,1,0,0,0,0,1,11232,DW Employer,1,,2,0,2.95,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0178983,0.0264407,0,0.009661,0.0012542,0,0,0.0022034,-0.0002542,0,0,0,0.0572034,0.076,0.0187966,>=1%
